Thème;Catégorie;Mot francais;Synonyme francais;Description;Traduction;TradEG;TradD;TradA;TradH;TradAv;TradP;TradX
Nature;Autres Plantes Cultivées;Sarrazin;;;Simple Ou Simplos;;;Simplos;;;;
Nature;Autres Plantes Cultivées;Seigle;;;épi Féu Pour Les Maladies De Peau;;;;;;;Féu
Nature;Autres Plantes Cultivées;Sétaire DItalie;Panis Millet Des Oiseaux Petit Mil;;Badiano;;;;;;;Badiano
Nature;Autres Plantes Cultivées;Son;;;Estournigo;;;;;;;Estournigo
Nature;Plantes Médicinales;Plantes Médicinales;;;Espic Aspic Ou Aspi Espi Espic;;;Espic Espic;;Espi;Aspi;
Nature;Plantes Médicinales;Ammi;;;Balsamino Baume Contre Les Blessures Les Ulcéres Et Les Hémorroédes Barzamino;;;Barzamino;;;;
Nature;Plantes Médicinales;Anis étoilé;Badiane;;Manugueto Plante Aromatique Digestive Calaman Manuguetto Ressemble é LOrigan;;;;;Manuguetto;Digestive Calaman;
Nature;Plantes Médicinales;Arnica épiaire;Bétoine;;Camoumido Ou Camamieri Camamiéli Camamiho Margaridié Sorte De Camomille Marousso;;;;;;;Margaridié Marousso
Nature;Plantes Médicinales;Aspic Lavande Des Collines;;;Uiot;;;;;;;Uiot
Nature;Plantes Médicinales;Balsamine;;;Margaridier;;;Margaridier;;;;
Nature;Plantes Médicinales;Calament;;;Cassi Ou Canefici;;;;;;;
Nature;Plantes Médicinales;Camomille;;;Juver Fer Ou Balandino Ciguo JouverFer Plante Vénéneuse Cigudo Juvertino Juvert Bastard;;;Ciguo;;JouverFer;;Juvertino Bastard
Nature;Plantes Médicinales;Camomille Fausse;;;Juvertasso;;;;;;;Juvertasso
Nature;Plantes Médicinales;Camomille Sauvage;;;Juvertino Ou Cerfeuil Sauvage;;;;;;;Juvertino Sauvage
Nature;Plantes Médicinales;Casse;Cassia Fistula;;Couest;;;;;Couest;;
Nature;Plantes Médicinales;Cigée;;;Coulouquinto;;;;;;;
Nature;Plantes Médicinales;Cigée Grande;;;Herbo De Sant Clar Anti Inflammatoire Désinfectante éufrasié Pinau Pignau;;;;;;;Pignau
Nature;Plantes Médicinales;Cigée Petite;;;Rais Passi;;;;;;;Passi
Nature;Plantes Médicinales;Menthe Grecque;Menthe Notre Dame;;Hueil De Buou;;;Buou;;;;
Nature;Plantes Médicinales;Coloquinte;;;Guimaouve Inhalation;;;;;;;
Nature;Plantes Médicinales;Euphraise;;;Lavando Parfum Odorant Mise Dans Les Armoires Badasso Aussi Badafo Ou Badaflo Lavande Ou Ciste Cupul;;;Armoires Badasso;;;;Ciste Labiées Plant
Nature;Plantes Médicinales;Euphraise é Feuilles De Lin;;;Queirelet Queireleto;;;;;;;Queireleto
Nature;Plantes Médicinales;Fleur de Camomille;;;Estacado;;;;;;;Estacado
Nature;Plantes Médicinales;Guimauve;;;Groussiéro Ou Lavandula;;;Lavandula;;;;
Nature;Plantes Médicinales;Lavande;;;Boan Rubi Utilisé Pour La Fiévre Et Pour Dépurer Le Sang également Bouen Rubi Bouenrubi Bouen Rible;;;Rubi;;Blanc Nerfs;Bouenrubi;Blanc Marrébi Féro
Nature;Plantes Médicinales;Lavande Dentée;Lavande Franéaise;;Ordi Pela Utilisée Pour La Tisane;;;;;;;
Nature;Plantes Médicinales;LavandePapillon;Lavande StéchadeLavandeé ToupetLavandeEspagnoleLavandeDes éles DHyéres;;Erbo Peloi LOn SEn Sert Souvent Pour Les Entorses Cétait Trés Efficace Espargoulo Maire De Diéu;;;;;;;Espargoulo Diéu
Nature;Plantes Médicinales;Lavandin;;;Chaine;;;;;;;
Nature;Plantes Médicinales;Marrube;Petit Chéne;;Tillu Pour Tisane Aussi Tilhot Tihot Ou Tihoul Camichoun Fruit Du Tilleul Tihoutié;;;Tilhot;;Tihoul;;Tilleul Tihoutié
Nature;Plantes Médicinales;Orge Mondée;;;BuenHome Erbo Crousado;;;;;;;Crousado
Nature;Plantes Médicinales;Pariétaire;;;Tremoulant Tremoulo;;;;;;;
Nature;Plantes Médicinales;Petit Chéne;;Germandrée Plante Fébrifuge;Brougiero Brusc Aussi Isclo Brugi Brusq Brusc Feméu Bruyére é Balais Brusc Mascle Bruyére Arborescen;;;Brusq;;Brugi;Isclo;Balais Arborescente PihoBrusc
Nature;Plantes Médicinales;Tilleul;;;Roumegas Roume Roumese;;;;;Roumegas;;Roumese
Nature;Plantes Médicinales;Verveine;;;Trevaresso;;;;;;;
Nature;Plantes Génantes;Bolet Orangé;;;Pecoui Blu;;;;;;;
Nature;Plantes Génantes;Bruyére;;;Coousido;;;;;;;
Nature;Plantes Génantes;Buisson De Ronces;Buisson DArnavets;;Cachoflo Galifo;;;;;;;Galifo
Nature;Plantes Génantes;Carline Acaule;;;Panicaou Panicaut Panicau Chardon Roulant;;;Panicaut;;;Roulant;
Nature;Plantes Génantes;Champignon Comestible;;;Panecaou Panicaud Eryngium;;;Eryngium;;Panicaud;;
Nature;Plantes Génantes;Chardon Dans Les Jardins;;Voir Chardons Aux énes;Réino Dis Aup Barbo De Cabro Panicaut Panicau;;;;;;;Aup Panicaut Panicau
Nature;Plantes Génantes;Chardon Marie Grande Joubarbe;;;Cardo;;;Cardo;;;;
Nature;Plantes Génantes;Délicieux Oreillettes De Panicaud;;Chardon Il Pousse é Ses Pieds Des Champignons;Bouen Cardoun;;;;;;Cardoun;
Nature;Plantes Génantes;Chardon Roland;Chardon é Cent Tétes Chardon Rolland;;Cardoun Deis Ais Ou La Caoussido Cardon;;;;;;Cardon;
Nature;Plantes Génantes;;;;Acantin Penchinado;;;;;;;Penchinado
Nature;Plantes Génantes;Chardons é Bonnetier;;;Cardoun;;;;;Cardoun;;
Nature;Plantes Génantes;Chardon Bénit;;;Bambainos Cardouniho;;;;;;;Cardouniho
Nature;Plantes Génantes;Chardon Aux énes;;;Grame Gramen;;;Gramen;;;Grame;
Nature;Plantes Génantes;Chardon Bénit;;;Saretto Ou Gros Grame;;;;;;;
Nature;Plantes Génantes;Chardons En Général;;;Bla De Couguou;;;;;;;
Nature;Plantes Génantes;Chardons En Général;;;Brusti;;;;;;;
Nature;Plantes Génantes;Chiendent;;Plante Diurétique;EstrangloBesti;;;;;;;
Nature;Plantes Génantes;Chiendent Des Collines;;Les Racines Font Une Trés Bonne Liqueur;Espadasso;;;;;;;
Nature;Plantes Génantes;Espéce De Chiendent;;;Groussan Tartivai Graminée é Feuilles Rudes;;;;;Groussan;;Rudes
Nature;Plantes Génantes;Espéce De Chiendent;;;Agrena Assigna Argelas Argeiras Argeirau Argelas Arjavéu Gadous Gédousse Toujago Toujo;;;;;;;Arjavéu Toujo
Nature;Plantes Génantes;Espéce De Chiendent;;;SaunoGarri;;;;;;;
Nature;Plantes Génantes;Espéce De Chiendent;;;Reveillo Pastre RevihoPastre;;;;;;;RevihoPastre
Nature;Plantes Génantes;Espéce De Gramen;;Pour La Litiére Des Animaux;Baraigno Baragno;;;;;Baragno;Baraigno;
Nature;Plantes Génantes;Genre De Genéts épineux;;;Espigaou Ou Chaé Espigau Orge Des Rats;;;Rats;;;;
Nature;Plantes Génantes;Gramen Paniculatum;;Sorte De Chiendent;Ourtigano;;;;;;;Ourtigano
Nature;Plantes Génantes;Gros Chardon;;;Ortigo Ourtigo Fissoun;;;Ourtigo;;;;Fissoun
Nature;Plantes Génantes;Haie Dépines;;;Bouis Pougent;;;;;;;
Nature;Plantes Génantes;;;;Brusqueirolo;;;;;;;
Nature;Plantes Génantes;Ortie Dioéque;;;Roumi Roumias Réumi;;;Roumi Roumias;;;;Réumi
Nature;Plantes Génantes;Orties;;;SEnroumassia;;;;;SEnroumassia;;
Nature;Plantes Génantes;Petit Houx;;;Gros Grame;;;;;;;
Nature;Plantes Génantes;Petite Bruyére;;;La Fusto;;;;;;;
Nature;Plantes Génantes;Ronces;;;Aoubicoutié Ou Ambricoutier Aubricoutié Ambricoutié Ambrico Abricot Ambricot Aubricot Pouman Variété;;;Ambricoutier;;Ambricoutié;Abricot;Aubricoutié Aubricot DAbricot
Nature;Plantes Génantes;SAccrocher é Des Ronces;;;Arabano Amendos Abelanos Amandes Friables;;;Friables;;Arabano;;
Nature;Plantes Génantes;Smilax;;;Amendié Amendo Amélo Amendoun Amande Verte Amelan Verte Amendier Celui Qui A Des Amandes Améres Amar;;;Amendier Amaran;;Amendié Amélo Verte Doubles;;Verte Amandier Dure DAmande DAmande Peéadou
Nature;Les Arbres Fruitiers;Taille Des Fruitiers;;;Ananas;;;Ananas;;;;
Nature;Les Arbres Fruitiers;Abricotier;;;Arbousié Ou Arbous Darboussier Darboussié;;;Darboussier;;Darboussié;;
Nature;Les Arbres Fruitiers;Amande Fine;;Dont La Coquille Se Casse Entre Les Doigts;Darbousso Arbouse Arbous Fau Fraguié Petarello;;;;;;Arbouse;Arbous Fraguié Petarello
Nature;Les Arbres Fruitiers;Amandier;;;Rebooudin Le Long De La Durance Caquié Catié;;;;;Rebooudin;;Catié
Nature;Les Arbres Fruitiers;Ananas;;;Argeiroulie Qui Fait Des Pommes De La Grosseur DUne Cerise Argeiroulié Argeiroulier;;;Argeiroulier;;Argeiroulié;;
Nature;Les Arbres Fruitiers;Arbousier;;;Argeiroulier Ou Argeirolo Fruits Argeirolo Ou Poumetto Poumeto Argerolo;;;Poumeto;;;Argerolo;
Nature;Les Arbres Fruitiers;;;;Bananié Banano Banane;;;;;;;Banane
Nature;Les Arbres Fruitiers;Argousier;;;Bergamotto Bergamoto;;;;;;;Bergamoto
Nature;Les Arbres Fruitiers;Arzérolier;Azérolier;;Brignoun Prugnoun;;;;;Brignoun;;Prugnoun
Nature;Les Arbres Fruitiers;;;;LAubre Déu Cacau;;;;;;;Cacau
Nature;Les Arbres Fruitiers;Bananier;;;Cedrat Fruit Du Méme Nom Pouncirou;;;Pouncirou;;;;
Nature;Les Arbres Fruitiers;Bergamote;;;Souco Aussi Souquo Aubret Souccado Soucau;;;;;Souco;;Aubret Soucau
Nature;Les Arbres Fruitiers;Brugnon;;;Cerriero Cerrieiso Griffien Aggrifien Graffien Graffioun Ceriso;;;Ceriso;;;;
Nature;Les Arbres Fruitiers;Cacaoyer;;;Secoun;;;;;;;Secoun
Nature;Les Arbres Fruitiers;Cedratier;;;Agriffien Ou Griffien Ceireiso Ou Ceriso AgrufiénDurand Agrufién Durant Agrufien Grafien Cerieiso Bi;;;;;Durant Cerieiso;Ceriso;Bigarrado Crussént Grafioun Grifo
Nature;Les Arbres Fruitiers;Cep De Vigne;;;Agrufién DEspagno;;;;;DEspagno;;
Nature;Les Arbres Fruitiers;Cerise;;;Serisier Ou Grafusnier Ou Grafiounié Cerisie Grafiounie Grafiounié Griffieounier Graffieounier Ceres;;Grafiounié;Graffieounier;;Grafiounié;Cerisie Grafiounie;Cereisié
Nature;Les Arbres Fruitiers;Cerise Séchée Sur LArbre;;;Agrufien Duran Grafiounie Durant Bigarradié Grafiounié Petaréu;;;;;Durant;Duran;Bigarradié Grafiounié Petaréu
Nature;Les Arbres Fruitiers;Cerise Type Bigarreau;;;Betourguié Betorgo;;;;;;;Betourguié Betorgo
Nature;Les Arbres Fruitiers;Cerise Type Guigne;;;Agrufién Soouvagi Grafoounié Saouvagi Cereiras Malaguet Marasco Cerise Sauvage;;;;;Soouvagi Saouvagi;;Malaguet Sauvage
Nature;Les Arbres Fruitiers;Cerisier;;;Castagnié Ou Castagnier Fruit Castagno Castagnie Castagnié Castagnié Céugo Asclo Sa Maladie;;;Castagnier;;Castagnié;Castagnie;Castagnié Maladie
Nature;Les Arbres Fruitiers;Cerisier Bigarreau;;;Melo Roso;;;;;;;Roso
Nature;Les Arbres Fruitiers;Cerisier Courte Queue;Montmorency;;Citrounier Limounie;;;Citrounier;;;Limounie;
Nature;Les Arbres Fruitiers;Cerisier;Merise Sauvage;;Cocotier;;;Cocotier;;;;
Nature;Les Arbres Fruitiers;Chataignier;;;Coudounié Ou Coudounier Fruit Coudun Coing Ou Coudoun Coudouna Confiture De Coing Ou Coudounat Couti;;;Coudounier Coudounat;;Coudounié Cotignac;Cotignac Coudon;Coings Cognassiers Coudouno
Nature;Les Arbres Fruitiers;Citron é Fruits Plats;;;Barnissote Bourgessotte Qualité De Figue Barnissoto Figue Tardive Bourjassote Bourjassoto;;;;;Bourjassote;Barnissoto;Bourjassoto
Nature;Les Arbres Fruitiers;Citronnier;;;TapoCuou;;;;;;;TapoCuou
Nature;Les Arbres Fruitiers;Cocotier;;;Servantino;;;;;;;Servantino
Nature;Les Arbres Fruitiers;Cognassier;;;Roubaudo;;;;;;;Roubaudo
Nature;Les Arbres Fruitiers;Figue Bourjassote;;;Péd De Biéu;;;;;;;Biéu
Nature;Les Arbres Fruitiers;Figue;;;Pecouyet état Figue Mure Commence é Sécher Et Penche Confite Sur LArbre Pecouye Engamassi Figue Dess;;;Penche;;;Pecouye;Rabougrie
Nature;Les Arbres Fruitiers;Figue;;;Parroco;;;;;;;Parroco
Nature;Les Arbres Fruitiers;Figue;;;éumeleto;;;;;;;éumeleto
Nature;Les Arbres Fruitiers;Figue;;;Neblados Qui Ont Séché Sur LArbre Avant Leur Maturité;;;Maturité;;;;
Nature;Les Arbres Fruitiers;Figue;;;Mouissouno Greffe Bourjassote;;;;;;Bourjassote;
Nature;Les Arbres Fruitiers;Figue;;;Mirienco;;;;;;;Mirienco
Nature;Les Arbres Fruitiers;Figue;;;Marsihés;;;;;;;Marsihés
Nature;Les Arbres Fruitiers;Figue;;;Loubachouno;;;;;;;Loubachouno
Nature;Les Arbres Fruitiers;Figue;;;Lou Cuou De Muelo;;;Muelo;;;;
Nature;Les Arbres Fruitiers;Figue;;;La Grosso Auliquo;;;Auliquo;;;;
Nature;Les Arbres Fruitiers;Figue;;;La Graissano;;;Graissano;;;;
Nature;Les Arbres Fruitiers;Figue;;;La Figo Roso;;;Roso;;;;
Nature;Les Arbres Fruitiers;Figue;;;La Figo Doou Sant Esprit;;;Esprit;;;;
Nature;Les Arbres Fruitiers;Figue;;;La Blanquo Blanco Cirolo Variété De Figue Blanche;;;Blanquo;;;;Blanco Blanche
Nature;Les Arbres Fruitiers;Figue;;;Esquilharelo Esquiharello;;;Esquilharelo;;;;Esquiharello
Nature;Les Arbres Fruitiers;Figue;;;Fretresco;;;;;;;Fretresco
Nature;Les Arbres Fruitiers;Figue;;;FrancoPaiardo;;;;;;;FrancoPaiardo
Nature;Les Arbres Fruitiers;Figue;;;Flo Pastre;;;;;;;Pastre
Nature;Les Arbres Fruitiers;Figue;;;Dourguiero;;;;;;;Dourguiero
Nature;Les Arbres Fruitiers;Figue;;;Coucoulenco Derniére Figue;;;;;;;Figue
Nature;Les Arbres Fruitiers;Figue;;;Coucarello Variété Coucourello;;;;;;;Coucarello Coucourello
Nature;Les Arbres Fruitiers;Figue;;;Céu De Segnouro Gourrau;;;;;;;Segnouro Gourrau
Nature;Les Arbres Fruitiers;Figue;;;Canat Claie Ou LOn Met Les Figues é Sécher;;;;;Sécher;;
Nature;Les Arbres Fruitiers;Figue;;;Bleue é Céte Blanche Blavetto Ou Mouissouno;;;;;Mouissouno;;
Nature;Les Arbres Fruitiers;Figue;;;Bato De Biéu Variété De Figue;;;;;;;Biéu
Nature;Les Arbres Fruitiers;Figue;;;Belouno Dont LArbre Est Le Belouniero;;;;;;;Belouniero
Nature;Les Arbres Fruitiers;Figue;;;Fié;;;;;Fié;;
Nature;Les Arbres Fruitiers;Figue;;;Figo De La Péou Duro Peou Duro Angelico DuroPéu;;;Duro;;;Duro;Angelico DuroPéu
Nature;Les Arbres Fruitiers;Figue;;;Bigounetto Bigouneto Seraient Petites Et Blanches Aussi Camocho;;;Bigounetto;;Blanches Camocho;Bigouneto;
Nature;Les Arbres Fruitiers;Figue;;;Figo De Marseillo Marseilleso Marseilheso;;;;;Marseilleso;Marseillo;
Nature;Les Arbres Fruitiers;Figue Montagne;;;Farventino Sarvantino Servantino;;;;;Servantino;Sarvantino;
Nature;Les Arbres Fruitiers;FigueAngélique;;;Figo Flous Capo Figo Figo Flour Flour Figo;;;;;;Flous;Figo Flour Figo
Nature;Les Arbres Fruitiers;Figue Blanche;;;Meirano;;;;;;;Meirano
Nature;Les Arbres Fruitiers;Figue Blanche De Marseille;;;Figo DOr;;;;;;;DOr
Nature;Les Arbres Fruitiers;Figue Cordeliére;;;TroumpoCassaire Ou TroumpoLourdaut Troumpo Cassaire Ou Guihasso Troumpo Lourdau;;;TroumpoLourdaut;;;;Verdatre
Nature;Les Arbres Fruitiers;Figue Fleur;;;Coucourélo Ou Negrouno Coucourello Ou Negrouno;;;Negrouno;;;Negrouno;
Nature;Les Arbres Fruitiers;Figue Fleur;;;Molette Ou Grasse Megrouno;;;;;Megrouno;;
Nature;Les Arbres Fruitiers;Figue Goutte DOr;;;Figo De Pouercs Pouers;;;Pouercs;;;Pouers;
Nature;Les Arbres Fruitiers;Figue Grise;;;Roso Grosse Blanche;;;;;Blanche;Roso;
Nature;Les Arbres Fruitiers;Figue Melette;;;DAi Ou Féro Figo De Porc Cabrau DAse;;;;;Féro;;Porc DAse
Nature;Les Arbres Fruitiers;Figue Noire;;;Imperialo Espéce De Figues Région De Fayence;;;;;;;
Nature;Les Arbres Fruitiers;Figue Noire;;;Bouioun;;;;;;;Bouioun
Nature;Les Arbres Fruitiers;Figue Noire Blanche;;;Roumaino;;;;;Roumaino;;
Nature;Les Arbres Fruitiers;Figue Sauvage Agreste;;;Trouempo Cassaire;;;;;Cassaire;;
Nature;Les Arbres Fruitiers;Figue Séringat;;;Verdalo;;;;;;Verdalo;
Nature;Les Arbres Fruitiers;Figue Tardive;;;Aubico Ooubiquo Aubicoun Mouissouno;;;;;Ooubiquo;Aubico;Aubicoun Mouissouno
Nature;Les Arbres Fruitiers;Figue Verte â Grosse;;;Figuiero Figuiéro Figuiero Féro;;;Figuiero Féro;;Figuiéro;;
Nature;Les Arbres Fruitiers;Figue Verte â Petite;;;Cabra FiguieroCabrau;;;;;;;Cabra FiguieroCabrau
Nature;Les Arbres Fruitiers;Figue Verte;;;Gourraudiero;;;;;;;Gourraudiero
Nature;Les Arbres Fruitiers;Figue Violette;;;Revesso Toupin Aussi Flamboisier Amouréu;;;Flamboisier;;;;Amouréu
Nature;Les Arbres Fruitiers;Figuier;;;Couadis;;;;;;;
Nature;Les Arbres Fruitiers;Figuier Méle;Caprifiguier;;Miéugranié Aussi Migranier Mieougranier Migrano Miéugranié Miougranie Mingrano Grenade Migrano Mioug;;;Migrano;;Migrano Mingranié;Miougranie;Miéugranié Douce
Nature;Les Arbres Fruitiers;Figuier Qui Porte Des Figues Fleurs;;;Baloustier Ou Balaustié Mingranie Fer Ou Paparri Balaustie Paparri Balaoustrié Balaustier Baloufié P;;;Paparri Balaustier;;Paparri Balaoustrié;Balaustie;Baloufié Papérri
Nature;Les Arbres Fruitiers;Framboisier;;;Agrutto;;;;;Agrutto;;
Nature;Les Arbres Fruitiers;Fruit Cotis;;;Agrueto Agruetto Agrioto;;;Agrioto;;;Agrueto;
Nature;Les Arbres Fruitiers;Grenadier;;;Agrioutier Ou Agrutié Agrutiero Agrioutié épineVinette Guindoulié Guigné Grafiounié;;;;;Agrutiero;;Agrioutié épineVinette Guindoulié Grafiounié
Nature;Les Arbres Fruitiers;Grenadier Sauvage;;;Rouget;;;;;;;Rouget
Nature;Les Arbres Fruitiers;Griotte;;;Griouselié Grouselié;;;;;Griouselié;;Grouselié
Nature;Les Arbres Fruitiers;Griotte Eg;;;Alouquié Rougetié;;;;;;;Alouquié Rougetié
Nature;Les Arbres Fruitiers;Griottier;;;Cabourdenié Cabourdeno Groseille Sauvage Ocho;;;;;;;Cabourdenié Sauvage Ocho
Nature;Les Arbres Fruitiers;Groseille Sauvage;;;Ginjourlié Ou Chichourlié Chinchourlié Ginjourlié;;Chichourlié;;;Chinchourlié;;Ginjourlié
Nature;Les Arbres Fruitiers;Groseiller;;;Fruit Chichourlo Chichourlier Dindoulo Jujube Chingouérlo Chinchourlo Ginjourlo;;;Chichourlo Chichourlier Jujube;;Chingouérlo;;Ginjourlo
Nature;Les Arbres Fruitiers;Groseiller Des Alpes;;;Limier Arbre Qui Porte Les Limoun Sorte De Citron Limié;;;Citron;;;;Limié
Nature;Les Arbres Fruitiers;Groseiller épineux;;;Mandarino Mandarineto;;;;;;;Mandarino Mandarineto
Nature;Les Arbres Fruitiers;Jujubier;;;Grifaudié Ou Agrufien Piéucére;;;;;;Agrufien;Piéucére
Nature;Les Arbres Fruitiers;;;;Amaruié;;;;;;;Amaruié
Nature;Les Arbres Fruitiers;Limonier;;;Amourié Amourie;;;;;Amourie;Amourié;
Nature;Les Arbres Fruitiers;Mandarine;;;Duro;;;;;;;Duro
Nature;Les Arbres Fruitiers;Merisier;;;Miraboulan;;;;;;;Miraboulan
Nature;Les Arbres Fruitiers;Merisier é Grappes;;;Neflié Ou Nespié Autre Gnaspier Nespoulo Néspier Nespie Nespié Gnaspié Nespoulié;;;Néspier;;Nespié Gnaspié;Nespie;Nespoulo Nespoulié
Nature;Les Arbres Fruitiers;Murier;;;Avelanié Ou Avelane Avelanie Avelano Noisette Grosso Avelano Aveline Avelanié Avelanier Aulanier Ave;;;Aulanier;;Avelanié;Avelanie Noisette Aveline;Avelanié Coudrié
Nature;Les Arbres Fruitiers;Murier Blanc;;;Nouguié Ou Nouguier Nouguie Leé Nose Les Noix Aussi Noueyo Ou Nouyo Nouguié Noix Noui Nouiho Ou Nose;;;Nouguié Nouguier Nouyo;;Nouguié Nose;Nouguie;Néuguié
Nature;Les Arbres Fruitiers;Myrobolan;PrunierCerise Prunier Myrobolan;;Ooulivier Aussi Aulivie Aulivo Olive;;;;;;Aulivie Olive;
Nature;Les Arbres Fruitiers;Néflier;;;Oouliveiret;;;;;;;
Nature;Les Arbres Fruitiers;Noisetier;;;Arangier Ou Arangelier Décoction Des Feuilles Bon Pour Les Maladies Spasmodiques Arangie Arangi Oran;;;Spasmodiques Orange;;Arrangelie;Arangie;Arangié Doux
Nature;Les Arbres Fruitiers;Noyer;;;Aouberjho Péche Qui Ne Perd Pas Le Noyau Ou Pessegui Duran Pességue Oouberjho Pavie Ou Péche De Troy;;;Pignoun Aubergis;;Aouberjho Duran DAoét;;Aubergo
Nature;Les Arbres Fruitiers;Olivier;;;Pesseguier Pessegui Péche Pecegui Péche Ou Pécher Pesseguié Péche Pessegui Pessegue;;;Pesseguier Péche;;Pesseguié;Pécher;
Nature;Les Arbres Fruitiers;Olivier Petit;;;Pecoui Queue Des Fruits Ou Fleurs;;;;;;;
Nature;Les Arbres Fruitiers;Oranger;;;Kaki;;;;;;;
Nature;Les Arbres Fruitiers;PéchePavi;;;Cremesine Cremesino Cusseto Poire Perle Ou Muscat Robert Pero Cougourdano Poire DAngoisse Jéuriflau;;;;;Cremesino Robert DAngoisse;;Cusseto Dété
Nature;Les Arbres Fruitiers;Pécher;;;Pero Perouno Petite Poire;;;;;;;Pero Poire
Nature;Les Arbres Fruitiers;Pédicule;;;Froumentau Poumau SétEnGoulo;;;;;;;Froumentau Poumau SétEnGoulo
Nature;Les Arbres Fruitiers;Plaqueminier;;;Valancho;;;;;;;Valancho
Nature;Les Arbres Fruitiers;Poire Dété;;;Pero Blanquetto Blanchano Poire Dété;;;;;Blanchano;Blanquetto;
Nature;Les Arbres Fruitiers;Poire;;;Bouan Chretien Bouen Crestian;;;;;;Crestian;
Nature;Les Arbres Fruitiers;Poire;;;Viergoulouso;;;;;;;Viergoulouso
Nature;Les Arbres Fruitiers;Poire;;;Pero De Sant Jhan;;;;;Jhan;;
Nature;Les Arbres Fruitiers;Poire Blanquette;;;Troumpo Varlet;;;;;;;Varlet
Nature;Les Arbres Fruitiers;PoireBonChrétien;;;Pero Muscado;;;;;;Muscado;
Nature;Les Arbres Fruitiers;Poire DHiver;Poire Virgouleuse;;Verteien;;;;;;;Verteien
Nature;Les Arbres Fruitiers;Poire Hativeau;;;Perasso Peréssi Petite Poire Sauvage;;;;;;;Perasso Sauvage
Nature;Les Arbres Fruitiers;Poire Madeleine;;;Peirier Periero Perié Perié;;;;;Perié;Periero;Perié
Nature;Les Arbres Fruitiers;Poire Muscade;;;Perussié Perussias;;;;;;;Perussias
Nature;Les Arbres Fruitiers;Poire Précoce;;;Perussié Pirastre;;;;;Perussié;;Pirastre
Nature;Les Arbres Fruitiers;Poire Sauvage;;;Perussie Ou Perussier Purucie Perussié Bouscas Perounié;;;Perussier;;Bouscas;Purucie;Perounié
Nature;Les Arbres Fruitiers;Poirier;;;Variété De Poires;;;;;;;
Nature;Les Arbres Fruitiers;Poirier é Fruits Ronds;;;Pero Blanchano Blanquette Brignollo Grise DHiver é Longue Queue Cougourdano Commune Graveleuse Creme;;;;;Rouge Ronde Hatives;;Saumo
Nature;Les Arbres Fruitiers;Poirier Sauvage;;;Perus Muscat Rondes Hatives Odorantes Ou Rondes De Chio Biver Ureyo Ou DHyver Poire Vigoureuse Fonda;;;Hiver Cassis;;Chio;;Précisée Catiha Cristouleto Daurado Eigouso Faruelo Fis Verte Groumandino MaioBouisso
Nature;Les Arbres Fruitiers;Poirier Sauvage;;;Poum Poumo BoucoProvo Pétisiaque Couchino Barden Ou Coupendu De Sant Jean Du Paradis Poumo Calvino E;;;Calville;;Poum Poumo Couchino Paradis;;Orange Capendu Odorante Paradis Cérbi Girgueto Giscoundeto Blanc Sauvage Melo Verte Vauriasso
Nature;Les Arbres Fruitiers;;;;Poum Bouisseren Bouissard Ou Bouissaren;;;;;Bouisseren;;
Nature;Les Arbres Fruitiers;;;;Poumiero Aussi Poumier Poumié;;;Poumier;;Poumié;Poumiero;
Nature;Les Arbres Fruitiers;;;;PoumiéBouisseren Poumastre Bouissard;;;;;PoumiéBouisseren;;Poumastre Bouissard
Nature;Les Arbres Fruitiers;;;;Agruno Agreno Agreno Prunéu;;;Agreno;;Agreno;;Prunéu
Nature;Les Arbres Fruitiers;Pomme;;;Pruniero Pardigouno Prune Commune En Franéais Perdrigon;;;Pruniero Commune;;Perdrigon;;
Nature;Les Arbres Fruitiers;Pomme Sauvage;;;Apruno Pruno De Brignolo RénoGlodo Afatoun Prune Sauvage Afatounié Prunier De Brianéon Agibin Prune;;;Brignolo RénoGlodo;;Apruno;;Brianéon Ridée Amaréu Antounino Bosselet Castelano Rouge DAgen Sauvage Toutouro
Nature;Les Arbres Fruitiers;Pommier;;;Palinambro;;;;;;;Palinambro
Nature;Les Arbres Fruitiers;Pommier Sauvage;;;Agrunier Agrenas Ou Agrenie Agranas Agrenié Agrenas Prunelié Prune Sauvage Petaréu;;;;;Agranas;Agrenie;Prunelié Petaréu
Nature;Les Arbres Fruitiers;Prune Sauvage;;;Sorbiero également Sourbiero Sourbié Sourbiero Sourbiéro Tourié;;;;;Sourbiéro;;Sourbiero Tourié
Nature;Les Arbres Fruitiers;Prunier;;;Sorbe Souerbo Souerbiero Souarbo Souérbo;;;Souerbo;;Souérbo;Souerbiero;
Nature;Les Arbres Fruitiers;Prune;;;Esperevenié Tuissié Mau Frais Pouisso Toro Tuissié;;;;;;;Tuissié Frais Tuissié
Nature;Les Arbres Fruitiers;Prunier épineux;;;Ooubriho Ou Aoubriho Arbourilho Aubraio;;;;;Aoubriho;;Arbourilho Aubraio
Nature;Les Arbres Fruitiers;Prunier Sauvage;;;Acacia Cassier Ou Cassilhier Fleur Cassio Ou Cassilho Acacia Rouge Gainier Avelatié Cacié Acacia Ros;;;Cassilhier Cassilho;;;;Avelatié Rose Fleur
